pair,lagger_asset,ols_gross_pnl,ols_net_pnl,ols_trades,gross_win_rate,net_win_rate,mean_rev_exits,eod_exits,avg_price_captured,avg_fee_drag,spread_vol,mean_abs_dev,zero_crossings,half_life,kalman_q,adf_stat,adf_pval
NIACL-SBIN,NIACL,-7665.62,-7989.79,6,0.3333,0.3333,0,6,-3.44,54.0282,0.048001,0.03026,426,1077.53,2.96e-06,,
BHEL-SOLARINDS,SOLARINDS,-7466.0,-7990.76,11,0.0909,0.0909,0,11,-203.9091,47.7054,0.054117,0.042051,238,1365.88,2.97e-06,,
NAVA-SWANCORP,NAVA,-7356.15,-7991.7,12,0.25,0.25,0,12,-8.0625,52.9624,0.042023,0.033807,410,783.64,3.12e-06,,
ATGL-HOMEFIRST,ATGL,-7512.1,-7993.89,9,0.4444,0.4444,0,9,-9.1056,53.5322,0.04658,0.032258,305,938.51,3.2e-06,,
NUVAMA-REDINGTON,NUVAMA,-7625.6,-7994.87,7,0.2857,0.1429,0,7,-30.1429,52.7523,0.051651,0.03992,246,1573.91,2.35e-06,,
GALLANTT-TMPV,GALLANTT,-7515.35,-7995.94,9,0.5556,0.5556,1,8,-12.6389,53.3992,0.073199,0.052787,351,1515.76,4.9e-06,,
PCBL-TCS,PCBL,-7462.69,-7996.1,10,0.2,0.2,1,9,-4.288,53.3411,0.049322,0.040088,255,913.37,3.69e-06,,
GALLANTT-JUBLINGREA,GALLANTT,-7359.8,-7996.49,12,0.5833,0.5833,0,12,-7.7958,53.0577,0.071674,0.050223,344,1338.27,5.32e-06,,
TATACAP-TITAGARH,TITAGARH,-7517.75,-7996.59,9,0.3333,0.3333,0,9,-10.9611,53.2049,0.033378,0.027124,312,1443.07,1.07e-06,,
KFINTECH-URBANCO,URBANCO,-7356.62,-7996.63,12,0.3333,0.25,0,12,-1.585,53.3343,0.033708,0.029241,345,895.15,1.76e-06,,
NTPCGREEN-SAPPHIRE,NTPCGREEN,-7519.58,-7999.38,9,0.3333,0.3333,0,9,-1.5222,53.311,0.038486,0.030173,207,968.77,2.12e-06,,
BHARTIARTL-NTPCGREEN,NTPCGREEN,-7522.03,-8001.86,9,0.1111,0.1111,0,9,-1.6267,53.3142,0.026582,0.021574,221,1208.86,8.1e-07,,
AIIL-RAMCOCEM,AIIL,-7523.5,-8004.74,9,0.4444,0.4444,0,9,-7.0889,53.4709,0.068431,0.053718,331,1225.01,5.3e-06,,
KAYNES-SAPPHIRE,KAYNES,-7441.1,-8005.16,11,0.3636,0.3636,0,11,-52.9364,51.2783,0.077924,0.05271,308,2760.6,3.05e-06,,
COHANCE-HONASA,COHANCE,-7629.45,-8005.78,7,0.2857,0.2857,0,7,-8.65,53.7619,0.099859,0.075387,229,1829.81,7.55e-06,,
LTTS-VIJAYA,LTTS,-7696.8,-8007.37,6,0.3333,0.3333,0,6,-84.4,51.7617,0.038973,0.037936,222,857.85,2.45e-06,,
HDFCBANK-NTPCGREEN,NTPCGREEN,-7421.48,-8007.77,11,0.3636,0.3636,0,11,-1.2045,53.2987,0.030708,0.028163,162,982.49,1.33e-06,,
JAINREC-SRF,JAINREC,-7107.0,-8008.14,17,0.4706,0.4706,0,17,-3.7794,53.0084,0.07313,0.050761,304,3085.8,2.4e-06,,
CHOLAHLDNG-JUBLPHARMA,CHOLAHLDNG,-7374.4,-8008.83,12,0.4167,0.3333,2,10,-18.675,52.8694,0.047051,0.036261,414,986.67,3.11e-06,,
AAVAS-CHENNPETRO,CHENNPETRO,-7478.95,-8009.24,10,0.3,0.3,1,9,-14.69,53.0292,0.056286,0.040642,336,1503.17,2.92e-06,,
KIRLOSENG-PAYTM,KIRLOSENG,-7643.2,-8009.65,7,0.1429,0.1429,0,7,-32.9143,52.3497,0.060186,0.047406,342,1249.51,4.02e-06,,
AMBER-CAMS,AMBER,-7761.0,-8009.66,5,0.2,0.2,0,5,-227.1,49.7323,0.074777,0.057413,326,2096.88,3.7e-06,,
IDEA-THERMAX,IDEA,-7420.97,-8010.57,11,0.3636,0.3636,0,11,-0.1445,53.6001,0.069666,0.059025,174,1426.98,4.71e-06,,
ARE&M-DATAPATTNS,ARE&M,-7585.35,-8010.79,8,0.375,0.375,0,8,-15.0125,53.1802,0.031788,0.030693,287,762.99,1.83e-06,,
NAVINFLUOR-NTPCGREEN,NTPCGREEN,-7478.14,-8011.22,10,0.2,0.2,0,10,-1.477,53.3078,0.034192,0.028346,386,830.23,1.95e-06,,
GALLANTT-KOTAKBANK,GALLANTT,-7584.85,-8012.02,8,0.5,0.375,0,8,-12.05,53.3959,0.088286,0.062527,344,1223.53,8.83e-06,,
TMCV-TRITURBINE,TRITURBINE,-7370.35,-8013.42,12,0.3333,0.3333,1,11,-5.9583,53.5891,0.052257,0.043086,288,1063.45,3.56e-06,,
DLF-OLECTRA,OLECTRA,-7537.8,-8015.52,9,0.5556,0.5556,0,9,-15.7556,53.0796,0.040069,0.029871,397,1294.64,1.72e-06,,
GODFRYPHLP-RHIM,GODFRYPHLP,-7442.8,-8016.14,11,0.4545,0.4545,0,11,-31.0727,52.122,0.071947,0.051786,285,1591.03,4.51e-06,,
GMDCLTD-JWL,GMDCLTD,-7594.0,-8018.35,8,0.375,0.375,0,8,-12.4438,53.0435,0.050528,0.041795,238,1123.92,3.15e-06,,
GMDCLTD-SHRIRAMFIN,GMDCLTD,-7437.7,-8020.45,11,0.4545,0.4545,0,11,-7.9455,52.9775,0.063866,0.051346,148,1893.99,2.98e-06,,
DOMS-URBANCO,URBANCO,-7540.41,-8020.78,9,0.2222,0.2222,0,9,-1.9889,53.3744,0.029277,0.024436,334,615.92,1.93e-06,,
GROWW-MRPL,MRPL,-7439.81,-8024.34,11,0.2727,0.2727,1,10,-2.3,53.1394,0.072977,0.052709,233,1944.65,3.8e-06,,
GODREJIND-SHYAMMETL,GODREJIND,-7388.15,-8024.56,12,0.25,0.25,1,11,-12.5083,53.0343,0.057996,0.040925,352,1168.49,3.99e-06,,
COHANCE-IREDA,COHANCE,-7597.45,-8025.79,8,0.5,0.375,0,8,-6.2,53.5419,0.083646,0.063859,202,1641.94,5.9e-06,,
DEEPAKFERT-MANAPPURAM,DEEPAKFERT,-7450.9,-8032.16,11,0.1818,0.1818,1,10,-16.5455,52.8414,0.051697,0.04174,333,1157.0,3.2e-06,,
CEMPRO-CHALET,CEMPRO,-7446.85,-8032.55,11,0.3636,0.3636,1,10,-9.6727,53.2454,0.105731,0.068606,431,2325.56,6.66e-06,,
INDIANB-NTPCGREEN,NTPCGREEN,-7551.4,-8032.6,9,0.4444,0.4444,0,9,-1.4667,53.4664,0.046568,0.040369,120,1270.07,2.37e-06,,
CLEAN-WELCORP,CLEAN,-7453.0,-8032.74,11,0.0,0.0,0,11,-10.5727,52.704,0.0353,0.034519,350,1047.01,1.65e-06,,
DEEPAKFERT-PERSISTENT,DEEPAKFERT,-7558.4,-8033.19,9,0.3333,0.3333,0,9,-19.0833,52.7545,0.068248,0.04941,397,1865.52,3.46e-06,,
COHANCE-MANKIND,COHANCE,-7394.0,-8033.45,12,0.6667,0.6667,0,12,-4.45,53.2874,0.083417,0.070726,196,1366.9,7.05e-06,,
ITI-REDINGTON,REDINGTON,-7609.19,-8034.98,8,0.25,0.25,0,8,-4.855,53.2234,0.043276,0.033263,332,986.93,2.63e-06,,
ARE&M-MARUTI,ARE&M,-7611.1,-8036.11,8,0.25,0.25,0,8,-15.05,53.1267,0.049928,0.034264,341,2141.61,1.61e-06,,
IDEA-TATASTEEL,IDEA,-7497.5,-8037.19,10,0.4,0.4,1,9,-0.177,53.9692,0.081703,0.060953,219,1901.53,4.86e-06,,
3MINDIA-ZENSARTECH,ZENSARTECH,-7455.35,-8037.69,11,0.1818,0.1818,0,11,-8.1682,52.9396,0.039301,0.033918,170,1137.5,1.88e-06,,
CYIENT-DIVISLAB,CYIENT,-7617.6,-8038.17,8,0.125,0.125,0,8,-16.725,52.571,0.050252,0.043321,179,1312.43,2.67e-06,,
ARE&M-CIPLA,ARE&M,-7560.9,-8040.08,9,0.4444,0.4444,0,9,-13.8778,53.2425,0.039831,0.02934,333,919.4,2.39e-06,,
DEEPAKFERT-LAURUSLABS,DEEPAKFERT,-7302.5,-8041.18,14,0.2857,0.2857,1,13,-12.0964,52.7628,0.047216,0.039797,233,985.92,3.13e-06,,
CGPOWER-URBANCO,URBANCO,-7726.84,-8043.19,6,0.3333,0.3333,0,6,-3.6333,52.7246,0.057402,0.046136,167,1643.79,2.78e-06,,
RECLTD-SAPPHIRE,SAPPHIRE,-7613.0,-8043.81,8,0.5,0.5,0,8,-3.3925,53.8516,0.043225,0.033603,230,1597.92,1.62e-06,,
AIIL-HFCL,HFCL,-7729.06,-8047.97,6,0.1667,0.1667,0,6,-1.7467,53.1519,0.075922,0.061169,227,1967.28,4.06e-06,,
NAVA-WIPRO,NAVA,-7412.45,-8049.2,12,0.3333,0.3333,0,12,-8.875,53.0629,0.049931,0.037017,344,1401.54,2.46e-06,,
AUROPHARMA-NAVA,NAVA,-7311.05,-8051.26,14,0.4286,0.4286,1,13,-6.5786,52.8722,0.029341,0.02571,258,802.61,1.49e-06,,
FSL-USHAMART,FSL,-7572.57,-8051.35,9,0.2222,0.2222,0,9,-4.0056,53.1978,0.079543,0.061971,287,2728.3,3.21e-06,,
TARIL-ZYDUSLIFE,TARIL,-7572.11,-8052.72,9,0.2222,0.2222,0,9,-4.7033,53.4008,0.067001,0.052738,489,899.03,6.92e-06,,
FACT-IDEA,FACT,-7684.45,-8056.85,7,0.7143,0.5714,1,6,-15.6214,53.2001,0.051098,0.036356,198,981.63,3.68e-06,,
DEEPAKFERT-GODREJPROP,DEEPAKFERT,-7579.7,-8057.07,9,0.4444,0.3333,0,9,-19.9556,53.041,0.052074,0.040526,250,1678.86,2.24e-06,,
GMDCLTD-HFCL,GMDCLTD,-7578.5,-8058.18,9,0.4444,0.4444,0,9,-11.5278,53.2973,0.052939,0.041779,242,1176.1,3.3e-06,,
ATUL-MPHASIS,MPHASIS,-7334.1,-8059.31,14,0.0714,0.0714,0,14,-24.7357,51.801,0.028001,0.023243,326,499.42,2.17e-06,,
FIRSTCRY-GMRAIRPORT,FIRSTCRY,-7528.64,-8059.79,10,0.4,0.4,0,10,-3.531,53.1148,0.059385,0.043063,365,1037.83,4.71e-06,,
KIRLOSENG-VEDL,KIRLOSENG,-7483.0,-8060.56,11,0.2727,0.2727,0,11,-18.6727,52.505,0.059526,0.046111,267,1431.42,3.43e-06,,
ACUTAAS-ANANTRAJ,ANANTRAJ,-7533.7,-8061.44,10,0.3,0.3,1,9,-7.41,52.7741,0.046952,0.055624,127,1034.77,2.95e-06,,
ARE&M-TENNIND,ARE&M,-7586.9,-8065.02,9,0.3333,0.2222,1,8,-13.3556,53.1245,0.046328,0.037789,205,1515.44,1.96e-06,,
ARE&M-PRESTIGE,ARE&M,-7428.55,-8065.86,12,0.4167,0.4167,2,10,-10.0542,53.1094,0.033771,0.023801,405,950.98,1.66e-06,,
HBLENGINE-SAPPHIRE,SAPPHIRE,-7797.0,-8065.98,5,0.6,0.6,0,5,-5.574,53.7958,0.059666,0.048432,226,1204.23,4.1e-06,,
ARE&M-ULTRACEMCO,ARE&M,-7587.2,-8066.46,9,0.5556,0.5556,1,8,-14.0667,53.2506,0.042173,0.030959,381,1287.55,1.91e-06,,
JMFINANCIL-ZENSARTECH,ZENSARTECH,-7646.4,-8068.24,8,0.0,0.0,0,8,-10.9312,52.7298,0.056497,0.047653,186,1699.97,2.6e-06,,
FSL-IRCTC,FSL,-7695.41,-8070.66,7,0.0,0.0,0,7,-5.3229,53.6067,0.07728,0.054971,205,3585.78,2.31e-06,,
DRREDDY-FIRSTCRY,FIRSTCRY,-7591.21,-8071.04,9,0.3333,0.2222,0,9,-4.0267,53.3143,0.029156,0.021936,363,1060.64,1.11e-06,,
GODREJIND-REDINGTON,GODREJIND,-7537.6,-8071.68,10,0.3,0.3,1,9,-15.75,53.4083,0.061397,0.046461,371,1544.39,3.38e-06,,
BIOCON-BSOFT,BSOFT,-7540.35,-8073.89,10,0.2,0.2,0,10,-5.82,53.3543,0.032898,0.025149,302,1085.25,1.38e-06,,
GMRAIRPORT-IPCALAB,IPCALAB,-7446.9,-8078.54,12,0.25,0.25,1,11,-19.2417,52.6363,0.042415,0.035429,215,1247.55,2e-06,,
BLS-ITC,BLS,-7597.78,-8080.42,9,0.4444,0.4444,1,8,-4.1589,53.6263,0.060004,0.045736,284,1493.47,3.34e-06,,
FSL-WELSPUNLIV,FSL,-7603.33,-8082.31,9,0.1111,0.1111,0,9,-4.0089,53.2205,0.070873,0.053129,257,2322.62,3e-06,,
KAYNES-SOBHA,KAYNES,-7622.0,-8083.73,9,0.4444,0.4444,0,9,-67.3667,51.3028,0.070257,0.05148,254,1889.45,3.62e-06,,
MAXHEALTH-POLYMED,POLYMED,-7502.4,-8084.25,11,0.4545,0.4545,0,11,-17.6818,52.895,0.0372,0.029287,402,1697.96,1.13e-06,,
FIVESTAR-SUNDARMFIN,SUNDARMFIN,-7518.5,-8084.73,11,0.0,0.0,1,10,-73.9636,51.4753,0.085877,0.066979,179,2963.65,3.45e-06,,
FIRSTCRY-GALLANTT,GALLANTT,-7610.55,-8089.35,9,0.4444,0.4444,1,8,-13.5278,53.2,0.05509,0.043197,313,1225.63,3.43e-06,,
ENDURANCE-HEG,HEG,-7506.05,-8089.74,11,0.2727,0.2727,0,11,-7.3136,53.0629,0.03921,0.029337,412,1091.28,1.95e-06,,
NTPCGREEN-POWERINDIA,NTPCGREEN,-7718.18,-8089.99,7,0.1429,0.1429,0,7,-2.21,53.1151,0.040507,0.031935,257,1106.15,2.06e-06,,
FACT-SCHNEIDER,SCHNEIDER,-7452.7,-8090.15,12,0.25,0.25,1,11,-13.7625,53.1205,0.049632,0.038489,304,779.21,4.38e-06,,
MPHASIS-VTL,VTL,-7323.75,-8090.81,14,0.3571,0.2143,3,11,-5.4,53.285,0.039871,0.035056,227,728.15,3.02e-06,,
AWL-GVT&D,GVT&D,-7426.4,-8091.74,13,0.3077,0.3077,3,10,-47.6615,51.1802,0.037912,0.033265,340,797.86,2.5e-06,,
MAPMYINDIA-SOLARINDS,MAPMYINDIA,-7672.6,-8094.61,8,0.5,0.5,0,8,-18.65,52.7512,0.064987,0.064146,247,1780.85,3.29e-06,,
IGIL-NATIONALUM,NATIONALUM,-7618.35,-8094.64,9,0.4444,0.4444,0,9,-6.7833,52.9213,0.04083,0.033,317,861.74,2.68e-06,,
INOXWIND-LTFOODS,LTFOODS,-7669.4,-8096.11,8,0.375,0.375,0,8,-7.4688,53.339,0.050848,0.041618,494,902.74,3.97e-06,,
BBTC-LTFOODS,LTFOODS,-7615.15,-8096.75,9,0.3333,0.3333,0,9,-6.4833,53.5115,0.03106,0.027247,377,656.96,2.03e-06,,
INDIANB-SPLPETRO,SPLPETRO,-7728.65,-8097.18,7,0.2857,0.2857,0,7,-16.1071,52.647,0.045479,0.037436,244,1428.7,2.01e-06,,
KFINTECH-LTFOODS,LTFOODS,-7564.75,-8099.69,10,0.2,0.2,0,10,-5.955,53.4936,0.032555,0.026868,447,752.2,1.95e-06,,
PFC-UPL,UPL,-7573.75,-8099.93,10,0.3,0.2,1,9,-10.41,52.6176,0.036334,0.032618,268,1200.52,1.52e-06,,
SCI-TATACAP,SCI,-7566.71,-8102.35,10,0.4,0.4,0,10,-3.927,53.5641,0.078499,0.063235,239,2083.4,4.1e-06,,
DEEPAKFERT-VTL,VTL,-7412.1,-8104.0,13,0.2308,0.2308,0,13,-5.7154,53.2228,0.062502,0.045335,319,990.42,5.46e-06,,
IREDA-RRKABEL,RRKABEL,-7472.1,-8106.28,12,0.1667,0.1667,1,11,-20.5667,52.8484,0.039198,0.033721,264,1032.33,2.06e-06,,
CHOICEIN-EMCURE,CHOICEIN,-7633.85,-8106.47,9,0.1111,0.1111,0,9,-11.5611,52.5131,0.055655,0.045017,274,1534.26,2.8e-06,,
FIRSTCRY-TENNIND,FIRSTCRY,-7682.24,-8107.79,8,0.375,0.25,0,8,-4.59,53.1941,0.057513,0.046768,259,1359.08,3.37e-06,,
JWL-TRIDENT,JWL,-7681.61,-8109.74,8,0.625,0.625,0,8,-4.85,53.5159,0.051537,0.03971,258,720.17,5.11e-06,,
ACMESOLAR-HINDALCO,ACMESOLAR,-7420.06,-8112.06,13,0.1538,0.1538,0,13,-2.7338,53.2305,0.05027,0.042135,167,1154.43,3.03e-06,,
SCI-TATACOMM,SCI,-7792.03,-8112.27,6,0.3333,0.3333,0,6,-5.9067,53.3726,0.063491,0.052002,333,1133.17,4.93e-06,,
JINDALSAW-KOTAKBANK,JINDALSAW,-7792.18,-8113.57,6,0.1667,0.1667,1,5,-4.8017,53.5643,0.056366,0.048293,334,1002.73,4.39e-06,,
BHARTIHEXA-VTL,VTL,-7690.45,-8115.54,8,0.25,0.125,0,8,-10.8687,53.1359,0.034496,0.02816,228,686.48,2.4e-06,,
KFINTECH-OLECTRA,OLECTRA,-7636.0,-8115.58,9,0.1111,0.1111,1,8,-17.9556,53.2872,0.039174,0.029259,371,1223.09,1.74e-06,,
CCL-KEI,KEI,-7460.1,-8115.68,13,0.3846,0.3846,2,11,-55.8692,50.4294,0.02711,0.021516,350,515.55,1.97e-06,,
FSL-SONATSOFTW,FSL,-7475.47,-8115.71,12,0.3333,0.3333,0,12,-3.0942,53.3534,0.05013,0.040734,227,1169.8,2.98e-06,,
ITCHOTELS-PRESTIGE,PRESTIGE,-7432.4,-8116.18,13,0.2308,0.2308,1,12,-15.7231,52.5986,0.020735,0.018745,295,463.49,1.28e-06,,
GRAVITA-PERSISTENT,GRAVITA,-7857.7,-8117.21,5,0.0,0.0,0,5,-47.62,51.9017,0.069761,0.058108,111,2609.77,2.58e-06,,
APLAPOLLO-JINDALSAW,JINDALSAW,-7634.61,-8117.34,9,0.4444,0.4444,0,9,-3.07,53.6371,0.047177,0.03814,287,1605.37,1.92e-06,,
IDBI-POONAWALLA,IDBI,-7688.77,-8119.44,8,0.5,0.5,0,8,-1.2963,53.8341,0.068624,0.047388,282,996.32,6.55e-06,,
HAVELLS-TATACHEM,TATACHEM,-7748.75,-8122.99,7,0.2857,0.2857,0,7,-14.4643,53.4629,0.035184,0.030653,247,1041.7,1.65e-06,,
BRITANNIA-NATIONALUM,NATIONALUM,-7430.45,-8123.22,13,0.3077,0.3077,2,11,-4.1192,53.2899,0.026798,0.021981,296,1116.85,8.9e-07,,
JAINREC-NCC,JAINREC,-7645.85,-8123.6,9,0.3333,0.3333,0,9,-7.75,53.0838,0.071092,0.051778,374,1746.51,4.01e-06,,
LTTS-SAIL,SAIL,-7700.48,-8130.18,8,0.25,0.25,0,8,-3.2225,53.713,0.04292,0.036582,375,964.46,2.65e-06,,
LAURUSLABS-ONESOURCE,ONESOURCE,-7709.5,-8130.78,8,0.25,0.25,0,8,-28.1625,52.6597,0.044748,0.03835,211,1513.51,1.83e-06,,
FACT-PPLPHARMA,FACT,-7706.7,-8131.21,8,0.25,0.25,0,8,-12.6,53.0634,0.049038,0.033888,472,982.83,3.39e-06,,
GMDCLTD-TEJASNET,GMDCLTD,-7655.35,-8132.96,9,0.5556,0.5556,1,8,-11.0611,53.0673,0.067059,0.056508,240,1648.5,3.78e-06,,
HINDPETRO-RKFORGE,RKFORGE,-7713.95,-8136.07,8,0.25,0.25,0,8,-10.1438,52.7649,0.053437,0.043283,282,1167.85,3.39e-06,,
ABB-FLUOROCHEM,FLUOROCHEM,-7463.6,-8136.45,13,0.3077,0.3077,1,12,-38.2692,51.7575,0.056666,0.045417,215,1963.47,2.27e-06,,
RECLTD-SCI,SCI,-7657.54,-8137.78,9,0.2222,0.2222,1,8,-4.3289,53.3599,0.035206,0.028493,325,1313.75,1.31e-06,,
PCBL-PTCIL,PCBL,-7708.67,-8138.01,8,0.25,0.25,1,7,-4.9275,53.6678,0.062635,0.054665,98,1212.27,4.48e-06,,
CHOLAHLDNG-SAILIFE,SAILIFE,-7555.8,-8138.15,11,0.2727,0.2727,1,10,-13.1045,52.9409,0.051312,0.041531,182,1325.78,2.75e-06,,
FSL-STARHEALTH,FSL,-7502.04,-8140.48,12,0.3333,0.3333,0,12,-2.9017,53.2035,0.078207,0.062248,213,2970.81,2.85e-06,,
ACUTAAS-BATAINDIA,BATAINDIA,-7455.65,-8142.15,13,0.3846,0.3846,1,12,-8.1038,52.8078,0.051049,0.05223,284,1033.3,3.49e-06,,
ACC-KALYANKJIL,KALYANKJIL,-7557.3,-8142.9,11,0.3636,0.3636,0,11,-5.2045,53.2366,0.031232,0.025294,297,1076.64,1.26e-06,,
HEG-RECLTD,HEG,-7615.25,-8143.9,10,0.2,0.2,2,8,-8.44,52.8647,0.050761,0.042098,165,1041.55,3.43e-06,,
ASIANPAINT-MAPMYINDIA,MAPMYINDIA,-7564.95,-8144.27,11,0.2727,0.2727,0,11,-15.3091,52.6656,0.034673,0.028324,225,979.32,1.7e-06,,
CRAFTSMAN-PAGEIND,CRAFTSMAN,-7692.5,-8146.04,9,0.2222,0.2222,0,9,-130.5556,50.3933,0.050337,0.039373,232,1285.6,2.73e-06,,
POLYCAB-VEDL,VEDL,-7675.45,-8151.58,9,0.2222,0.2222,1,8,-4.7856,52.9035,0.046678,0.037871,327,1305.25,2.31e-06,,
CRAFTSMAN-SAPPHIRE,SAPPHIRE,-7561.73,-8152.29,11,0.4545,0.4545,0,11,-2.46,53.6876,0.043551,0.035297,282,1108.46,2.37e-06,,
NUVAMA-RAILTEL,NUVAMA,-7783.9,-8152.35,7,0.2857,0.2857,0,7,-31.7143,52.636,0.040772,0.02888,373,1084.72,2.12e-06,,
LICI-NTPCGREEN,NTPCGREEN,-7780.79,-8154.77,7,0.4286,0.4286,0,7,-1.9543,53.4262,0.035194,0.028307,125,1475.9,1.16e-06,,
AAVAS-MMTC,MMTC,-7886.73,-8155.62,5,0.2,0.2,0,5,-1.792,53.7787,0.04438,0.033668,402,1428.03,1.91e-06,,
BATAINDIA-BIOCON,BATAINDIA,-7521.4,-8155.66,12,0.3333,0.3333,3,9,-9.5708,52.8551,0.056422,0.042201,287,1692.4,2.61e-06,,
COHANCE-CUB,COHANCE,-7780.05,-8156.98,7,0.5714,0.5714,0,7,-6.2429,53.8477,0.106801,0.085293,110,2168.33,7.29e-06,,
BLS-INDUSINDBK,BLS,-7684.95,-8166.3,9,0.2222,0.2222,0,9,-4.5244,53.4828,0.063076,0.051977,222,1663.24,3.31e-06,,
ADANIENSOL-JAINREC,JAINREC,-7792.5,-8169.7,7,0.4286,0.4286,0,7,-10.8143,53.8864,0.082869,0.062881,198,2209.16,4.31e-06,,
MAPMYINDIA-PPLPHARMA,MAPMYINDIA,-7539.4,-8174.97,12,0.25,0.25,0,12,-12.1833,52.9643,0.048724,0.044694,497,948.8,3.47e-06,,
DEEPAKFERT-GODREJCP,DEEPAKFERT,-7488.7,-8175.06,13,0.2308,0.1538,0,13,-13.0346,52.7967,0.057429,0.046949,175,1392.11,3.28e-06,,
ABREL-LAURUSLABS,LAURUSLABS,-7646.55,-8175.06,10,0.3,0.3,1,9,-16.145,52.8509,0.057739,0.049933,243,1094.84,4.22e-06,,
NUVAMA-WIPRO,NUVAMA,-7644.6,-8176.1,10,0.2,0.2,1,9,-22.28,53.1498,0.041138,0.032333,378,992.8,2.36e-06,,
RVNL-URBANCO,URBANCO,-7696.79,-8178.27,9,0.2222,0.2222,1,8,-2.0089,53.4977,0.046553,0.041938,215,1076.26,2.79e-06,,
ECLERX-NIACL,NIACL,-7534.77,-8178.54,12,0.3333,0.3333,1,11,-1.66,53.6476,0.069475,0.051076,313,1698.93,3.94e-06,,
AARTIIND-SAREGAMA,SAREGAMA,-7750.55,-8178.59,8,0.25,0.125,0,8,-6.7625,53.5054,0.063835,0.049687,96,1583.97,3.56e-06,,
CLEAN-COALINDIA,CLEAN,-7383.7,-8178.95,15,0.4,0.4,0,15,-7.7233,53.0169,0.050875,0.041413,240,1918.26,1.87e-06,,
IGIL-MAXHEALTH,IGIL,-7539.65,-8178.97,12,0.25,0.25,0,12,-4.1542,53.2769,0.037401,0.028336,414,674.76,2.87e-06,,
ASTRAL-NIACL,NIACL,-7537.12,-8179.57,12,0.25,0.25,0,12,-1.7375,53.5373,0.035699,0.0283,337,1066.07,1.66e-06,,
FSL-SUMICHEM,FSL,-7697.85,-8179.63,9,0.1111,0.1111,0,9,-3.8067,53.5312,0.067435,0.051499,251,1235.27,5.1e-06,,
CIPLA-SIGNATURE,SIGNATURE,-7702.7,-8180.11,9,0.3333,0.3333,0,9,-13.4833,53.0452,0.029868,0.021786,386,1135.03,1.09e-06,,
AAVAS-HINDCOPPER,AAVAS,-7442.5,-8180.91,14,0.4286,0.3571,0,14,-13.7571,52.7438,0.038426,0.029348,497,1055.5,1.94e-06,,
NEWGEN-NH,NEWGEN,-7703.5,-8183.74,9,0.3333,0.3333,0,9,-9.7611,53.3595,0.064588,0.049848,355,1074.71,5.38e-06,,
MAPMYINDIA-PARADEEP,MAPMYINDIA,-7606.75,-8186.97,11,0.3636,0.3636,0,11,-12.5682,52.7474,0.05307,0.046125,268,1028.57,3.79e-06,,
ACMESOLAR-GVT&D,GVT&D,-7267.4,-8190.92,18,0.5556,0.5556,1,17,-33.85,51.3065,0.04737,0.035107,362,1081.21,2.88e-06,,
BELRISE-DEVYANI,DEVYANI,-7656.61,-8191.73,10,0.4,0.3,0,10,-1.745,53.5118,0.039404,0.033627,292,810.83,2.65e-06,,
ENGINERSIN-LEMONTREE,ENGINERSIN,-7764.98,-8192.21,8,0.125,0.125,0,8,-3.8875,53.4039,0.060443,0.042498,329,1316.75,3.84e-06,,
NTPCGREEN-TVSMOTOR,NTPCGREEN,-7606.46,-8193.82,11,0.5455,0.5455,0,11,-1.2064,53.3964,0.043069,0.032103,329,1230.55,2.09e-06,,
BIOCON-NAUKRI,NAUKRI,-7028.4,-8194.6,22,0.4091,0.4091,2,20,-5.9523,53.0092,0.036442,0.027635,224,1099.13,1.67e-06,,
HEG-UPL,UPL,-7827.85,-8195.02,7,0.0,0.0,0,7,-14.9214,52.4527,0.05965,0.049179,161,1397.63,3.53e-06,,
ENGINERSIN-MPHASIS,ENGINERSIN,-7721.87,-8199.71,9,0.0,0.0,0,9,-3.8078,53.0929,0.073967,0.05799,227,1734.67,4.37e-06,,
CAPLIPOINT-OLAELEC,OLAELEC,-7613.69,-8200.51,11,0.4545,0.3636,1,10,-0.3818,53.3469,0.041994,0.032377,247,1283.39,1.9e-06,,
BEL-MRPL,MRPL,-7669.5,-8202.68,10,0.4,0.4,0,10,-2.723,53.3184,0.028991,0.023558,387,984.17,1.18e-06,,
POWERINDIA-SAREGAMA,SAREGAMA,-7777.25,-8205.01,8,0.375,0.25,0,8,-6.6375,53.4704,0.070108,0.069084,221,1385.63,4.92e-06,,
CROMPTON-GROWW,GROWW,-7672.29,-8207.11,10,0.2,0.2,0,10,-2.713,53.4816,0.054424,0.043067,238,2024.5,2.03e-06,,
ENDURANCE-JAINREC,JAINREC,-7470.1,-8211.45,14,0.2857,0.2143,1,13,-4.35,52.9537,0.038027,0.029205,373,816.95,2.45e-06,,
ADANIENSOL-GROWW,GROWW,-7514.91,-8212.34,13,0.4615,0.4615,0,13,-1.7131,53.6487,0.053416,0.046922,226,1021.98,3.87e-06,,
BIOCON-HBLENGINE,HBLENGINE,-7791.95,-8214.75,8,0.125,0.125,0,8,-14.3062,52.8505,0.044005,0.031814,233,2306.49,1.16e-06,,
INDIAMART-NIACL,NIACL,-7573.61,-8215.22,12,0.5,0.4167,0,12,-1.925,53.4673,0.023765,0.019334,463,536.79,1.46e-06,,
