pair,num_chunks,hl_max,hl_medoid,hl_std
ABCAPITAL-IRFC,4,652.83,647.72,180.7
ABCAPITAL-PNB,4,1491.18,640.67,418.26
PFC-RECLTD,6,727.54,316.81,226.4
BDL-MAZDOCK,6,2505.86,486.5,772.74
GRSE-MAZDOCK,6,2320.58,283.56,764.86
BANKBARODA-CANBK,6,560.5,264.93,137.55
BPCL-HINDPETRO,6,544.36,255.79,164.11
CANBK-PNB,6,527.99,201.16,164.27
IRFC-RVNL,6,918.49,511.71,242.24
BPCL-IOC,6,1014.68,195.68,317.76
INFY-TCS,6,963.59,290.8,295.94
BANKINDIA-CANBK,6,1503.17,447.62,454.55
BEL-HAL,6,1367.75,464.74,426.63
COCHINSHIP-GRSE,6,428.49,314.04,84.62
BDL-HAL,6,604.84,405.28,164.9
BANKINDIA-UNIONBANK,6,825.89,315.36,225.81
HAL-MAZDOCK,6,2257.49,540.44,706.2
ADANIENT-ADANIGREEN,6,1409.32,273.25,433.6
IREDA-IRFC,6,695.96,392.07,177.69
HINDPETRO-IOC,6,2832.31,795.14,1034.38
BANKINDIA-PNB,6,5038.35,325.31,1727.29
BANKBARODA-PNB,6,422.3,191.46,92.32
CANBK-UNIONBANK,6,1108.45,481.59,390.97
BEL-MAZDOCK,6,4647.64,1105.72,1589.9
ADANIENSOL-ADANIGREEN,6,933.26,648.23,251.16
BANKBARODA-BANKINDIA,6,404.32,259.27,60.29
BDL-BEL,6,1072.79,646.8,295.82
COCHINSHIP-MAZDOCK,6,1875.02,470.62,543.87
DLF-GODREJPROP,6,1008.7,420.05,309.9
BDL-GRSE,6,555.01,217.82,143.46
PNB-UNIONBANK,6,2629.41,624.12,779.88
HINDZINC-VEDL,6,2484.23,506.6,762.91
NATIONALUM-VEDL,6,1557.21,782.36,349.46
BANKBARODA-UNIONBANK,6,572.07,526.25,180.52
IRCON-RVNL,6,1177.02,256.39,344.42
BANKINDIA-INDIANB,6,657.97,464.52,107.21
ADANIENT-ADANIPORTS,6,663.17,236.75,200.73
DATAPATTNS-GRSE,6,970.83,555.54,230.52
HCLTECH-TCS,6,627.02,409.28,137.85
BSE-CDSL,6,1813.98,735.8,525.43
IREDA-RVNL,6,872.83,449.11,219.93
HINDZINC-NATIONALUM,6,3473.06,733.27,1075.65
GRAPHITE-HEG,6,568.9,308.38,160.27
INDIANB-UNIONBANK,6,980.11,488.29,296.2
HINDALCO-NATIONALUM,6,1181.93,456.88,378.74
IRCON-RAILTEL,6,625.57,200.74,218.93
COFORGE-PERSISTENT,6,1173.56,664.88,302.06
HCLTECH-INFY,6,596.27,441.36,128.4
IRCON-IRFC,6,430.97,242.52,99.36
CHENNPETRO-MRPL,6,845.48,399.3,245.67
NBCC-RVNL,6,989.76,578.02,236.4
JSWSTEEL-TATASTEEL,6,743.86,228.96,249.5
TCS-WIPRO,6,3152.76,322.54,1109.14
CANBK-INDIANB,6,1250.01,346.48,395.84
NMDC-TATASTEEL,6,1019.31,643.16,308.42
DLF-PRESTIGE,6,306.42,268.96,64.31
INFY-WIPRO,6,687.6,349.51,186.01
IREDA-NBCC,6,1133.53,519.29,251.85
ADANIENSOL-ADANIENT,6,814.89,548.6,165.58
IREDA-RECLTD,6,1522.36,484.39,410.19
JINDALSTEL-TATASTEEL,6,1089.23,365.55,316.86
CANBK-SBIN,6,860.2,456.16,189.64
IRFC-NBCC,6,2359.56,575.92,737.05
BANKBARODA-INDIANB,6,713.45,470.89,214.82
HCLTECH-TECHM,6,3285.19,328.04,1075.42
DLF-LODHA,6,1002.92,543.53,327.51
INDIANB-PNB,6,1207.74,461.4,338.56
GODREJPROP-PRESTIGE,6,2556.12,204.4,867.15
BDL-COCHINSHIP,6,944.39,449.69,268.35
BEL-GRSE,6,1593.68,270.3,547.32
DATAPATTNS-MAZDOCK,6,1435.65,471.86,434.51
TCS-TECHM,6,1128.96,861.32,356.12
HINDALCO-VEDL,6,1297.44,649.25,287.04
IRCON-JWL,6,1945.71,322.43,696.63
GODREJPROP-LODHA,6,556.84,389.69,152.98
BANKBARODA-SBIN,6,920.06,541.82,233.1
HINDALCO-TATASTEEL,6,3489.52,732.75,1146.22
INFY-TECHM,6,2883.55,332.81,950.01
COFORGE-MPHASIS,6,2037.62,429.57,693.98
ABCAPITAL-LTF,6,397.24,224.25,73.61
GRSE-HAL,6,1211.42,293.69,421.01
NATIONALUM-NMDC,6,12319.93,458.41,4406.89
DLF-OBEROIRLTY,6,832.1,466.79,177.23
JBCHEPHARM-TORNTPHARM,6,261.83,89.78,78.48
GODREJPROP-OBEROIRLTY,6,673.89,426.84,164.08
IRFC-RECLTD,6,1149.51,609.81,315.98
RAILTEL-RVNL,6,484.32,284.28,133.65
BSE-MCX,6,3225.24,705.22,949.89
HCLTECH-WIPRO,6,997.01,610.13,277.25
MAZDOCK-RVNL,6,1269.75,671.42,265.1
INOXWIND-SUZLON,6,3067.78,818.84,1006.29
INOXWIND-IREDA,6,3807.5,897.87,1246.45
HUDCO-IREDA,6,1042.29,368.15,268.77
PNB-SBIN,6,1489.25,658.54,409.58
COFORGE-INFY,6,3016.84,1390.54,996.74
TECHM-WIPRO,6,817.79,347.75,244.59
MPHASIS-PERSISTENT,6,2235.0,685.79,762.49
IRFC-RAILTEL,6,346.49,208.4,61.16
SAIL-TATASTEEL,6,1475.97,223.74,516.62
COFORGE-TECHM,6,2503.59,358.69,870.32
BAJAJFINSV-BAJFINANCE,6,402.19,335.3,67.15
CDSL-IREDA,6,2818.05,393.02,949.77
ANGELONE-BSE,6,2042.21,989.12,607.43
COFORGE-TCS,6,4057.25,346.58,1371.08
BDL-DATAPATTNS,6,1280.19,632.26,308.52
COCHINSHIP-DATAPATTNS,6,1400.38,600.95,347.93
BANKINDIA-SBIN,6,475.7,361.93,83.16
ADANIGREEN-ADANIPORTS,6,598.08,269.27,141.8
INOXWIND-NBCC,6,1585.21,379.81,486.31
HEROMOTOCO-TVSMOTOR,6,2860.9,345.26,953.96
IREDA-PFC,6,6707.6,435.63,2344.98
JINDALSTEL-JSWSTEEL,6,681.48,342.64,206.27
LODHA-PRESTIGE,6,904.43,431.26,291.59
JINDALSTEL-NMDC,6,9442.24,362.39,3355.54
IREDA-JIOFIN,6,915.65,365.99,277.54
HINDCOPPER-HINDZINC,6,447.87,261.36,93.8
IRCON-RITES,6,281.21,123.3,66.46
IRFC-MAZDOCK,6,19650.85,445.2,7169.05
IRCON-TITAGARH,6,3526.22,247.89,1199.38
HINDALCO-HINDZINC,6,1019.3,251.11,352.05
COFORGE-WIPRO,6,2383.72,987.71,852.7
IRCON-IREDA,6,4658.13,554.08,1572.89
IREDA-SUZLON,6,455.73,309.96,57.98
ANGELONE-CDSL,6,5650.45,778.04,1920.05
NATIONALUM-TATASTEEL,6,1148.08,538.89,271.28
CDSL-IRFC,6,945.39,558.57,223.53
EICHERMOT-HEROMOTOCO,6,2216.05,388.97,677.99
HUDCO-NBCC,6,1497.66,563.78,454.23
OBEROIRLTY-PRESTIGE,6,361.61,307.74,36.83
NTPC-POWERGRID,6,826.39,296.34,234.45
COFORGE-HCLTECH,6,4592.71,391.61,1525.09
HUDCO-IRFC,6,700.92,319.63,156.74
ADANIGREEN-ADANIPOWER,6,1048.64,615.54,362.05
BAJAJ-AUTO-HEROMOTOCO,6,1564.36,632.94,437.69
TATASTEEL-VEDL,6,1469.85,740.73,406.08
COFORGE-OFSS,6,2384.73,463.99,726.84
SBIN-UNIONBANK,6,1389.32,536.93,512.99
MAZDOCK-NBCC,6,1913.9,662.92,622.92
COFORGE-LTM,6,1335.3,259.03,405.86
IREDA-MAZDOCK,6,701.85,431.33,161.21
INOXWIND-IRFC,6,1027.5,793.48,331.85
JWL-TITAGARH,6,705.87,317.53,236.56
BEML-COCHINSHIP,6,1548.41,541.41,473.47
PERSISTENT-TECHM,6,959.75,528.34,249.51
BEL-COCHINSHIP,6,1640.52,488.85,614.3
RVNL-TITAGARH,6,1099.25,244.95,357.69
IRFC-PFC,6,2065.71,282.07,751.19
JWL-RVNL,6,1024.91,479.65,257.2
BEML-MAZDOCK,6,3065.06,217.91,1058.34
BDL-RVNL,6,2198.47,776.89,650.76
NMDC-VEDL,6,1032.65,911.93,260.77
COCHINSHIP-HAL,6,1840.1,497.3,563.74
BEML-GRSE,6,1790.18,510.57,536.82
IRFC-SUZLON,6,2319.87,442.33,758.81
NBCC-RECLTD,6,2244.2,808.43,747.7
CDSL-NBCC,6,1013.18,596.48,281.82
BAJAJ-AUTO-EICHERMOT,6,989.35,348.98,279.19
EICHERMOT-TVSMOTOR,6,1631.45,578.82,483.83
MAZDOCK-SUZLON,6,1226.0,571.77,312.55
LODHA-OBEROIRLTY,6,1487.4,247.2,451.97
JIOFIN-NBCC,6,1714.81,820.75,518.24
M&M-MARUTI,6,660.71,507.48,166.53
JBMA-OLECTRA,6,435.66,317.36,128.81
ADANIENT-AMBUJACEM,6,14156.3,379.34,5112.65
OFSS-PERSISTENT,6,3534.17,1105.15,1009.97
PREMIERENE-WAAREEENER,6,1481.87,348.65,510.16
NBCC-SUZLON,6,1803.68,441.41,659.84
MPHASIS-TECHM,6,606.53,444.83,157.32
MAZDOCK-SOLARINDS,6,1055.91,444.9,349.33
IRFC-JIOFIN,6,202028.11,852.77,75031.72
HINDCOPPER-NATIONALUM,6,2934.09,472.11,1034.86
CDSL-JIOFIN,6,1464.02,278.48,445.78
IDEA-INDUSTOWER,6,764.01,333.07,191.86
CANBK-RECLTD,6,1543.13,727.92,386.07
BDL-NBCC,6,2437.63,873.96,691.96
BEL-DATAPATTNS,6,1660.91,982.91,599.03
HINDZINC-NMDC,6,1022.82,928.35,317.88
MPHASIS-OFSS,6,2386.34,378.33,780.59
INFY-PERSISTENT,6,909.26,738.62,162.59
INOXWIND-RVNL,6,6145.91,495.65,2146.46
JIOFIN-RECLTD,6,1178.23,706.23,244.79
KPITTECH-TATAELXSI,6,2093.17,1129.12,644.03
JWL-RAILTEL,6,724.45,210.63,246.55
PERSISTENT-TCS,6,2900.64,1057.12,969.41
RECLTD-RVNL,6,786.5,433.28,198.88
NMDC-SAIL,6,975.77,736.85,243.54
HINDALCO-NMDC,6,26485.67,664.44,9599.35
KEI-POLYCAB,6,323.87,197.31,78.6
ADANIGREEN-TATAPOWER,6,1281.8,542.22,320.11
HCLTECH-PERSISTENT,6,1029.41,543.76,276.78
BAJAJ-AUTO-TVSMOTOR,6,1209.93,660.34,393.63
COFORGE-TATAELXSI,6,30623.0,290.41,11191.44
BDL-BEML,6,1496.39,530.87,443.47
IRFC-TITAGARH,6,1184.34,469.54,349.62
INOXWIND-MAZDOCK,6,1109.6,551.02,266.26
OIL-ONGC,6,855.82,322.42,239.47
HUDCO-RECLTD,6,2438.58,544.0,740.14
IRCON-NBCC,6,3369.97,560.58,1111.38
DLF-NBCC,6,913.21,399.64,250.12
IRFC-JWL,6,1728.26,362.16,547.2
CDSL-MCX,6,817.08,573.73,183.86
M&M-TVSMOTOR,6,1155.25,331.81,334.94
BDL-IREDA,6,2692.1,701.05,779.17
PERSISTENT-WIPRO,6,829.77,734.33,253.5
EICHERMOT-MARUTI,6,1137.81,486.77,290.59
MPHASIS-TCS,6,644.41,389.09,194.64
ACC-AMBUJACEM,6,464.87,108.01,139.27
DATAPATTNS-HAL,6,6112.72,572.18,2089.13
COFORGE-KPITTECH,6,4848.99,1114.83,1657.04
LTM-PERSISTENT,6,1782.14,578.15,599.54
IRCTC-IRFC,6,556.13,440.06,145.9
RECLTD-TATAPOWER,6,1450.49,476.03,381.97
DLF-PHOENIXLTD,6,679.36,529.92,203.98
RVNL-SUZLON,6,12972.51,1840.01,4551.58
EICHERMOT-M&M,6,4064.75,538.42,1281.1
DLF-IREDA,6,6944.81,788.07,2368.45
ADANIENSOL-ADANIPOWER,6,759.01,337.18,209.72
COCHINSHIP-RVNL,6,878.2,576.94,255.59
GODREJPROP-PHOENIXLTD,6,459.4,243.16,108.67
MOTHERSON-TMPV,6,507.87,335.49,108.58
ADANIENSOL-ADANIPORTS,6,747.28,303.3,231.24
BDL-SOLARINDS,6,689.86,665.26,159.85
IREDA-RAILTEL,6,824.59,442.76,172.16
OFSS-TATAELXSI,6,1008.55,554.43,257.79
BEL-RVNL,6,1352.47,745.77,475.01
JIOFIN-RVNL,6,2753.17,696.28,929.51
JSWSTEEL-NMDC,6,681.35,433.31,167.95
NHPC-TATAPOWER,6,599.83,355.1,139.11
HAL-RVNL,6,1347.23,911.18,246.66
LTM-MPHASIS,6,2523.72,191.17,874.66
HINDALCO-JSWSTEEL,6,1870.21,383.58,570.52
LTM-TECHM,6,1044.55,425.52,276.24
GRSE-ZENTEC,6,1702.07,911.93,538.13
IREDA-TATAPOWER,6,774.01,300.41,201.56
INFY-MPHASIS,6,1089.32,376.83,371.93
MPHASIS-WIPRO,6,765.71,233.27,216.93
HDFCLIFE-SBILIFE,6,876.4,471.93,225.23
CANBK-PFC,6,2588.37,566.37,766.91
HEROMOTOCO-M&M,6,469.98,301.2,77.18
CAMS-CDSL,6,1124.53,275.46,342.97
RITES-RVNL,6,337.83,186.58,66.38
KAYNES-PGEL,6,1219.48,745.97,336.68
CDSL-RECLTD,6,8008.39,832.67,2725.6
BANKINDIA-CENTRALBK,6,1056.04,319.36,302.16
BAJAJ-AUTO-M&M,6,1119.36,555.42,276.52
PERSISTENT-TATAELXSI,6,875.62,483.1,229.06
JSWENERGY-TATAPOWER,6,814.4,752.19,285.34
INDIANB-SBIN,6,1408.51,382.12,433.06
CDSL-MAZDOCK,6,2603.27,668.53,813.96
GAIL-IOC,6,679.03,365.51,136.15
BDL-IRFC,6,1369.06,674.42,457.18
BANKINDIA-RECLTD,6,2421.95,742.98,775.76
BHEL-MAZDOCK,6,846.84,400.62,185.94
HINDZINC-TATASTEEL,6,5293.39,820.88,1798.9
CENTRALBK-MAHABANK,6,150806.52,414.82,56030.96
GODREJPROP-NBCC,6,2312.14,633.63,711.74
PFC-TATAPOWER,6,930.72,628.25,166.62
M&M-TMPV,6,1041.34,540.11,228.86
HUDCO-RVNL,6,764.59,463.05,191.09
CENTRALBK-IOB,6,710.67,192.7,250.61
PNB-RECLTD,6,2118.16,474.29,675.77
BANKINDIA-MAHABANK,6,697.24,370.34,182.91
ABB-SIEMENS,6,790.39,322.01,202.96
IRCON-MAZDOCK,6,16814.7,473.21,6049.36
ABCAPITAL-IREDA,6,952.6,534.17,253.98
CDSL-RVNL,6,1389.24,769.03,354.92
CANBK-IREDA,6,2305.88,685.37,667.39
HEROMOTOCO-MARUTI,6,792.73,318.09,189.9
NBCC-PFC,6,5707.84,873.53,2058.96
CANBK-CENTRALBK,6,1113.15,361.56,307.84
HCLTECH-MPHASIS,6,1208.35,449.36,387.25
CENTRALBK-PNB,6,346.32,193.66,73.16
BDL-SUZLON,6,2133.81,1014.75,485.22
JIOFIN-MAZDOCK,6,2893.47,708.97,863.02
LTM-TCS,6,559.15,392.71,153.09
JINDALSTEL-NATIONALUM,6,2388.06,666.9,735.25
LTM-WIPRO,6,1969.28,437.56,611.87
BANKINDIA-IREDA,6,3014.13,378.9,973.13
HDFCBANK-ICICIBANK,6,1872.15,537.86,567.68
IRFC-RITES,6,200.77,129.36,42.05
INFY-LTM,6,965.07,556.8,257.88
BANKBARODA-RECLTD,6,1519.03,462.8,444.91
BEL-BHEL,6,5536.41,1094.44,1828.05
TATAELXSI-TATATECH,6,2441.97,503.51,863.47
NTPC-TATAPOWER,6,791.02,284.81,207.0
BANKINDIA-RBLBANK,6,466.5,346.86,61.06
HCLTECH-LTM,6,822.92,350.46,223.59
OFSS-TECHM,6,771.67,455.81,196.05
RAILTEL-RITES,6,329.17,146.43,87.85
JINDALSTEL-SAIL,6,620.57,410.49,113.11
BEML-DATAPATTNS,6,3606.57,654.02,1178.68
DLF-IRFC,6,832.11,459.03,245.77
OFSS-WIPRO,6,650.09,473.38,146.21
ADANIGREEN-IREDA,6,614.95,469.58,83.74
IREDA-SJVN,6,441.92,385.14,91.37
ETERNAL-SWIGGY,6,2186.91,502.85,661.51
DLF-RECLTD,6,1372.57,751.82,322.69
DLF-JIOFIN,6,1698.58,702.85,527.13
INOXWIND-JIOFIN,6,2488.96,630.76,736.76
ADANIENSOL-TATAPOWER,6,714.77,704.28,148.01
INOXWIND-RECLTD,6,3546.05,824.69,1094.43
CENTRALBK-UCOBANK,6,2898.58,107.94,1038.5
GAIL-TATAPOWER,6,1059.33,666.53,324.67
MPHASIS-TATAELXSI,6,577.44,391.53,155.01
MAZDOCK-ZENTEC,6,1729.93,397.94,534.0
IRCTC-IREDA,6,1066.86,636.08,244.71
JIOFIN-SUZLON,6,1251.69,703.2,327.52
BAJFINANCE-CHOLAFIN,6,1633.0,389.03,495.97
TATAELXSI-WIPRO,6,1038.3,556.16,261.63
BDL-INOXWIND,6,2502.9,786.67,719.76
GODREJPROP-IREDA,6,2222.41,528.85,681.16
AMBER-DIXON,6,33509.94,690.46,12052.5
GRSE-RVNL,6,1259.96,582.99,347.76
TATAELXSI-TCS,6,1547.9,585.46,428.98
ADANIENT-ADANIPOWER,6,3222.06,406.22,1071.93
COCHINSHIP-NBCC,6,6861.56,1045.55,2746.68
IREDA-NHPC,6,598.94,280.57,137.72
HAL-NBCC,6,1680.55,978.16,438.43
OFSS-TCS,6,2096.26,386.43,715.96
ADANIENT-JIOFIN,6,7878.34,377.14,2756.25
JIOFIN-PFC,6,845.88,702.82,104.61
IREDA-TITAGARH,6,940.25,514.53,209.45
KPITTECH-MPHASIS,6,818.58,411.99,199.94
ABCAPITAL-JIOFIN,6,773.98,636.59,221.43
CANBK-JIOFIN,6,1935.22,943.76,545.82
KPITTECH-OFSS,6,849.65,529.47,188.1
BANKINDIA-PFC,6,3105.82,645.68,1184.33
HINDALCO-JINDALSTEL,6,1928.42,977.1,567.63
BAJFINANCE-SHRIRAMFIN,6,1311.82,553.58,338.24
KPITTECH-PERSISTENT,6,2417.04,889.68,745.77
BHEL-INOXWIND,6,936.08,363.69,230.27
POWERGRID-TATAPOWER,6,523.36,288.34,132.68
MAHABANK-PNB,6,651.54,532.0,179.57
ADANIPORTS-AMBUJACEM,6,812.52,520.3,184.07
TATAELXSI-TECHM,6,853.4,777.69,176.63
PFC-PNB,6,892.32,666.04,200.46
ADANIGREEN-NHPC,6,1137.81,582.57,270.1
NBCC-TATAPOWER,6,742.92,656.72,134.05
CDSL-DLF,6,448.81,406.08,37.12
IREDA-LICHSGFIN,6,828.08,514.74,120.38
BANKBARODA-CENTRALBK,6,358.64,270.23,72.2
BHEL-IREDA,6,695.83,297.22,157.08
PNB-YESBANK,6,1442.07,583.25,407.98
INFY-OFSS,6,896.84,258.87,260.32
MAZDOCK-TITAGARH,6,1706.95,1077.13,537.51
PFC-RVNL,6,798.22,575.23,234.38
HUDCO-PFC,6,5339.3,426.78,1822.91
IREDA-PNB,6,2473.21,667.72,753.4
ADANIGREEN-JSWENERGY,6,1068.4,427.57,305.74
DIXON-KAYNES,6,4561.55,781.9,1466.67
CANBK-MAHABANK,6,842.16,460.77,242.89
ADANIENT-TATAPOWER,6,3060.33,751.62,925.58
GMRAIRPORT-IREDA,6,1386.65,565.98,333.62
ADANIENT-IREDA,6,5524.07,395.61,1877.38
BEL-NBCC,6,1698.78,842.91,464.96
IRFC-TATAPOWER,6,30711.14,600.98,11280.22
CDSL-INOXWIND,6,1278.08,581.56,310.94
BHEL-SUZLON,6,528.49,242.35,136.3
RECLTD-SUZLON,6,1452.13,628.82,383.03
RAILTEL-TITAGARH,6,1166.01,117.05,386.3
IREDA-LTF,6,955.25,552.18,202.23
MARUTI-TVSMOTOR,6,1612.25,490.72,476.89
HAL-SOLARINDS,6,956.61,545.91,224.95
BANKINDIA-YESBANK,6,912.28,692.22,274.58
BHEL-NBCC,6,977.87,325.58,276.62
CDSL-KFINTECH,6,1877.79,629.59,604.81
CANBK-YESBANK,6,792.93,538.43,150.07
CENTRALBK-UNIONBANK,6,2681.65,539.44,910.37
BAJAJ-AUTO-MARUTI,6,1099.34,547.52,329.46
MAHABANK-UNIONBANK,6,562.05,187.54,148.47
IOC-PETRONET,6,1362.78,683.4,416.01
COCHINSHIP-IREDA,6,3907.08,568.09,1249.57
CANBK-RBLBANK,6,789.47,517.4,162.3
BDL-CDSL,6,4256.47,1033.83,1354.75
NBCC-RAILTEL,6,628.52,318.11,183.8
LAURUSLABS-ZYDUSLIFE,6,1045.78,602.15,263.68
JIOFIN-TATAPOWER,6,1656.23,745.37,560.72
ABCAPITAL-BANKINDIA,6,651.72,290.06,146.71
DLF-RVNL,6,779.36,760.32,107.58
RECLTD-UNIONBANK,6,26446.88,619.82,9561.56
CGPOWER-NBCC,6,973.15,352.56,253.72
LTM-OFSS,6,2524.45,615.44,841.48
LUPIN-ZYDUSLIFE,6,661.92,344.47,163.37
IREDA-JWL,6,2265.52,362.48,700.23
ADANIGREEN-ATGL,6,1196.09,782.73,366.06
HCLTECH-OFSS,6,1140.94,456.8,290.98
BDL-BHEL,6,4053.36,910.41,1164.0
ABCAPITAL-CANBK,6,499.38,361.74,99.75
IRFC-NHPC,6,769.42,444.88,167.77
BSE-IREDA,6,1433.09,865.69,265.91
ABCAPITAL-RECLTD,6,719.11,549.52,118.86
JINDALSTEL-VEDL,6,1372.97,563.01,405.99
PHOENIXLTD-PRESTIGE,6,453.88,356.7,110.97
COCHINSHIP-IRCON,6,1023.05,271.92,327.15
CANBK-NBCC,6,962.25,488.88,196.7
BANKINDIA-NBCC,6,1120.13,366.09,297.53
CDSL-PFC,6,6931.43,717.47,2530.11
IRFC-SJVN,6,5123.4,415.72,1798.23
LICHSGFIN-RECLTD,6,712.85,439.31,188.6
BANKINDIA-IRFC,6,1141.8,557.43,300.79
CDSL-HUDCO,6,1801.41,491.85,594.92
BEL-IRFC,6,1161.06,701.7,369.01
INOXWIND-IRCON,6,1067.97,565.6,356.25
MANAPPURAM-MUTHOOTFIN,6,14595.71,998.52,5073.39
ADANIGREEN-AMBUJACEM,6,877.11,595.61,253.68
BANDHANBNK-BANKINDIA,6,2862.05,531.34,871.34
BAJFINANCE-JIOFIN,6,2853.46,371.5,1005.35
MARUTI-TMPV,6,1045.7,636.44,299.58
COFORGE-TATATECH,6,6412.53,336.4,2212.17
BANKINDIA-JIOFIN,6,2688.65,577.93,825.06
JIOFIN-PNB,6,1086.45,748.38,299.89
CGPOWER-HAL,6,1584.15,413.27,552.37
ADANIPORTS-JIOFIN,6,1059.94,522.22,273.03
LTF-SHRIRAMFIN,6,1721.62,300.8,526.26
ANGELONE-IREDA,6,8590.11,823.45,3175.75
CONCOR-IREDA,6,2615.33,398.62,1003.18
PNB-RBLBANK,6,943.77,675.34,167.96
MAZDOCK-RECLTD,6,1129.95,448.59,318.28
CGPOWER-RVNL,6,661.18,351.23,172.5
LTM-TATAELXSI,6,1930.23,321.96,609.67
COCHINSHIP-ZENTEC,6,4857.1,745.75,1636.62
BHARATFORG-MOTHERSON,6,684.1,400.96,185.37
GLENMARK-LAURUSLABS,6,3385.08,300.32,1141.29
NBCC-TITAGARH,6,523.27,427.14,103.09
HEROMOTOCO-MOTHERSON,6,697.12,542.76,161.05
JIOFIN-LTF,6,1537.81,858.3,376.51
INFY-TATAELXSI,6,20067.13,660.79,7280.75
AUROPHARMA-LUPIN,6,2146.26,1047.92,633.94
BEL-SOLARINDS,6,683.26,363.91,173.5
LODHA-PHOENIXLTD,6,670.67,208.74,181.1
HINDCOPPER-VEDL,6,7753.92,765.93,2895.05
CGPOWER-MAZDOCK,6,728.25,661.47,152.48
JIOFIN-RELIANCE,6,1463.08,748.38,450.88
HAL-IREDA,6,4147.75,810.62,1267.11
CDSL-TATAPOWER,6,1830.58,559.09,549.74
IRCTC-RVNL,6,723.31,288.85,193.78
HEROMOTOCO-TMPV,6,2107.91,707.4,583.65
UNIONBANK-YESBANK,6,1979.45,618.3,587.62
CDSL-LTF,6,936.84,728.81,258.46
CHOLAFIN-SHRIRAMFIN,6,2991.86,422.37,949.23
COCHINSHIP-IRFC,6,920.11,426.35,259.71
BSE-JIOFIN,6,2125.98,712.8,606.15
CDSL-SUZLON,6,1628.04,601.84,537.88
BANKBARODA-MAHABANK,6,870.59,391.79,219.19
DLF-PFC,6,4532.75,739.73,1423.77
CAMS-IREDA,6,1128.88,443.25,292.14
GLENMARK-ZYDUSLIFE,6,875.18,381.15,223.28
BDL-ZENTEC,6,1410.04,830.57,435.08
ABCAPITAL-CDSL,6,664.7,239.23,192.3
CDSL-HDFCAMC,6,1096.17,352.37,280.55
JIOFIN-TMPV,6,1514.8,782.18,312.15
BHEL-RVNL,6,788.3,370.04,172.46
BDL-IRCON,6,1204.61,750.75,346.75
DIXON-KALYANKJIL,6,4952.03,746.37,1701.54
ADANIENT-NBCC,6,112773.62,630.69,41830.38
BANKINDIA-IDBI,6,1099.85,514.99,251.7
LTF-RECLTD,6,1170.36,385.42,309.77
HUDCO-INOXWIND,6,1133.86,291.13,305.63
BEML-IRCON,6,520.92,257.44,140.21
BANKINDIA-LTF,6,658.97,356.54,160.48
CANBK-IRFC,6,1005.79,504.8,221.33
IOB-MAHABANK,6,911.95,485.86,278.92
IDFCFIRSTB-PNB,6,1333.82,609.72,394.24
BDL-JIOFIN,6,2576.77,804.06,704.17
CANBK-LTF,6,886.7,516.89,212.68
HAL-IRFC,6,836.23,699.66,220.15
HCLTECH-TATAELXSI,6,9212.71,510.26,3194.23
JSWENERGY-NHPC,6,925.11,718.21,241.23
INDHOTEL-JIOFIN,6,1209.55,216.81,372.93
BEL-JIOFIN,6,2629.93,825.12,854.88
CANBK-IDFCFIRSTB,6,494.16,349.91,88.26
ADANIENSOL-JSWENERGY,6,654.67,365.83,146.61
AUROPHARMA-ZYDUSLIFE,6,1346.86,738.67,301.8
GRSE-NBCC,6,1993.54,1040.72,553.47
JWL-MAZDOCK,6,1089.27,421.27,334.2
ABCAPITAL-PFC,6,1403.02,652.09,362.95
BANKBARODA-PFC,6,3530.2,462.47,1155.91
JWL-RITES,6,839.08,220.54,270.86
KPITTECH-TCS,6,1775.64,559.09,465.71
IREDA-JSWENERGY,6,677.63,609.6,151.49
DIVISLAB-LAURUSLABS,6,1002.28,339.63,284.23
GMRAIRPORT-NBCC,6,709.87,533.27,155.41
JIOFIN-LT,6,3168.59,813.25,937.86
EXIDEIND-IREDA,6,1148.68,583.63,314.79
GRSE-IRCON,6,899.77,312.23,239.79
DLF-MAZDOCK,6,1417.52,563.14,355.23
BHEL-IRFC,6,948.03,377.63,253.78
CGPOWER-IREDA,6,874.49,445.31,219.69
GODREJPROP-IRFC,6,556.79,422.8,107.24
ADANIPOWER-ATGL,6,1244.4,322.27,374.13
INDHOTEL-IREDA,6,831.28,371.62,220.47
CANBK-FEDERALBNK,6,510.27,342.84,125.83
BIOCON-LAURUSLABS,6,641.66,379.96,163.59
EXIDEIND-NBCC,6,1154.01,736.97,289.16
GRSE-IRFC,6,772.86,623.89,212.85
HINDZINC-JINDALSTEL,6,3271.18,1119.48,990.36
AMBUJACEM-ULTRACEMCO,6,669.26,418.82,164.49
BANKBARODA-IREDA,6,6173.27,513.93,2088.0
ADANIPORTS-GMRAIRPORT,6,728.86,617.72,226.65
LODHA-NBCC,6,3848.53,889.75,1187.05
ABCAPITAL-IRFC,6,496.9,398.62,105.85
ABCAPITAL-PNB,6,493.18,385.9,90.9
PFC-RECLTD,8,1047.59,117.52,314.72
BDL-MAZDOCK,8,633.79,201.88,162.86
GRSE-MAZDOCK,8,736.04,235.04,180.97
BANKBARODA-CANBK,8,1517.38,297.98,427.63
BPCL-HINDPETRO,8,785.95,207.43,210.22
CANBK-PNB,8,723.17,118.66,215.51
IRFC-RVNL,8,1255.36,166.98,378.31
BPCL-IOC,8,863.01,129.82,268.2
