symbol_a,symbol_b,best_z_entry,best_z_sl,best_hl_stop,gross_profit,trade_count,win_rate,lagger,ou_sigma,ou_mu,exit_mr_count,exit_sl_count,exit_hl_count,exit_session_count,avg_points_profit,avg_points_loss
COFORGE,KPITTECH,2.0,0.0,False,4369.400000000004,988,0.9878542510121457,a,0.0004512594039174544,3.230100742358173e-07,985,0,0,3,4.48616803278689,-0.7583333333333258
DLF,PHOENIXLTD,2.0,3.5,False,185.7000000000014,147,0.5578231292517006,b,0.0010678414741962,4.4748342115047973e-08,139,5,0,3,4.557317073170746,-2.8923076923076887
DATAPATTNS,HAL,2.0,0.0,False,4861.800000000007,726,0.6460055096418733,a,0.0020678229820557,1.917751113533841e-06,677,0,0,49,17.314498933901923,-12.67976653696497
MOTHERSON,TMPV,2.0,0.0,False,240.29999999999916,856,0.594626168224299,b,0.0010660624658461,-5.358794750015911e-06,806,0,0,50,0.9316306483300575,-0.6740634005763692
PERSISTENT,WIPRO,2.0,0.0,False,15474.399999999998,764,0.900523560209424,a,0.001161203899873,-1.0453162398414736e-06,723,0,0,41,23.56613372093024,-9.725000000000053
JSWSTEEL,NMDC,2.0,12.5,False,2443.900000000006,776,0.9162371134020618,a,0.0007963535414092,7.039434438980828e-07,747,1,0,28,3.546976090014073,-1.1999999999999964
RECLTD,TATAPOWER,7.5,8.0,False,3.400000000000091,26,0.46153846153846156,b,0.0009003249554761,1.011816263138403e-06,9,16,0,1,1.1250000000000095,-0.7214285714285731
GODREJPROP,PHOENIXLTD,2.0,7.5,False,1585.000000000003,503,0.731610337972167,b,0.0013080137693254,3.784732113365721e-07,488,2,0,13,5.219021739130437,-2.485925925925912
LTM,PERSISTENT,2.0,0.0,False,10535.900000000012,758,0.7678100263852242,b,0.0012467789324039,-1.1334311945724968e-05,706,0,0,52,22.538487972508605,-14.667613636363672
HEROMOTOCO,M&M,2.0,2.5,False,179.29999999999927,875,0.5131428571428571,b,0.0008697581360526,1.560610103283353e-06,246,625,0,4,3.6808463251670362,-3.45868544600939
RVNL,SUZLON,2.0,12.5,False,56.830000000000055,586,0.7815699658703071,b,0.0014053166270131,-1.8594203808956983e-06,562,2,0,22,0.14364628820960706,-0.06999999999999978
COCHINSHIP,RVNL,2.0,0.0,False,3456.1000000000004,465,0.9311827956989247,a,0.0012427911123856,-2.99813443840683e-07,451,0,0,14,8.223787528868362,-3.2749999999999915
IRCTC,IRFC,2.0,0.0,False,1140.1500000000028,894,0.9541387024608501,a,0.00028321854270413696,-2.9605156000967533e-08,894,0,0,0,1.357033997655337,-0.42439024390243985
IRFC,TITAGARH,2.0,0.0,False,198.2599999999999,744,0.7620967741935484,a,0.0011381382676927,-2.554443163549612e-06,705,0,0,39,0.4135978835978833,-0.20480225988700654
ETERNAL,SWIGGY,10.0,10.5,False,4.2999999999999545,13,0.6923076923076923,b,0.0012061928242099,3.6126928712807394e-07,2,11,0,0,1.2055555555555517,-1.6375000000000028
OFSS,TATAELXSI,2.0,0.0,False,14156.0,588,0.9659863945578231,a,0.0008714669341056,1.907795068207838e-06,570,0,0,18,25.27112676056338,-9.9
DLF,IREDA,2.0,0.0,False,75.76999999999995,582,0.6374570446735395,b,0.0009960056369448,-6.871694248659202e-07,567,0,0,15,0.34646900269541775,-0.250094786729858
BAJAJ-AUTO,M&M,2.0,0.0,False,5668.5,721,0.5977808599167822,a,0.0012821808896995,-4.079386591408009e-06,662,0,0,59,26.370069605568446,-19.644827586206898
CDSL,MCX,2.0,0.0,False,1947.2000000000025,732,0.7540983606557377,a,0.0010709723716976,3.213045540169395e-06,673,0,0,59,4.6018115942029025,-3.2944444444444367
NHPC,TATAPOWER,2.0,0.0,False,499.79999999999967,874,0.7254004576659039,b,0.0009819220889786,-7.288584619752774e-07,835,0,0,39,1.0026025236593061,-0.5660416666666658
HUDCO,RECLTD,2.0,13.0,False,334.4399999999995,856,0.7441588785046729,a,0.0010454169017603,-3.0783730609824533e-06,811,6,0,39,0.6749450549450543,-0.4360730593607306
JIOFIN,RVNL,2.0,0.0,False,150.64999999999992,140,0.9571428571428572,a,0.0008455285330177,-1.6645353547845857e-07,138,0,0,2,1.1326865671641786,-0.18833333333333732
BDL,SOLARINDS,2.0,12.5,False,2881.000000000009,737,0.7842605156037992,a,0.0013637757937953,-2.839227266237056e-07,712,1,0,24,5.705709342560565,-2.6220125786163413
INFY,MPHASIS,12.5,13.0,False,-42.20000000000118,12,0.3333333333333333,b,0.0014918300712695,2.665083820275483e-06,1,9,0,2,5.999999999999886,-8.275000000000091
LTM,TECHM,2.0,0.0,False,8480.499999999985,840,0.7595238095238095,a,0.0010180285475977,-9.67449012385546e-06,790,0,0,50,16.703918495297817,-10.775247524752514
HINDZINC,TATASTEEL,2.0,9.5,False,92.89000000000053,688,0.5625,b,0.0012556053102474,-4.169044367289121e-06,630,13,0,45,0.5366408268733863,-0.38136212624584703
BEL,RVNL,2.0,2.5,False,32.60000000000011,140,0.4714285714285714,b,0.0010966902790075,-4.838121802836462e-07,130,10,0,0,1.4125757575757574,-0.8193243243243227
ADANIENSOL,ADANIPORTS,2.0,0.0,False,2746.1,837,0.8482676224611708,a,0.0011566137914091,-2.8204070682088274e-06,792,0,0,45,4.303380281690139,-2.4354330708661416
HAL,RVNL,2.0,3.5,False,51.01999999999961,818,0.4400977995110024,b,0.00040653040131737777,-8.673477722537669e-08,788,30,0,0,0.7639722222222214,-0.4891048034934499
RITES,RVNL,2.0,0.0,False,280.97000000000025,264,0.9507575757575758,a,0.0012380351347085,1.1262672666068495e-07,259,0,0,5,1.140398406374503,-0.4053846153846162
M&M,TMPV,2.0,12.5,False,7950.200000000006,783,0.9450830140485313,a,0.0008835535494531,-1.2043114329469634e-06,736,4,0,43,11.110135135135145,-6.3093023255814
JSWENERGY,TATAPOWER,2.0,0.0,False,197.90000000000026,542,0.6273062730627307,b,0.0011362289724315,1.8146712322753781e-07,531,0,0,11,0.8966176470588234,-0.529455445544553
IREDA,TATAPOWER,2.0,12.0,False,249.14999999999947,776,0.6095360824742269,b,0.0010255285996887,1.3929367024593023e-06,732,3,0,41,0.9021141649048618,-0.5859735973597365
LTM,MPHASIS,14.0,14.5,False,-9.799999999999727,8,0.375,b,0.0012269586894671,-1.1529680986242108e-05,0,8,0,0,7.599999999999909,-6.519999999999891
ADANIENSOL,ADANIPOWER,2.0,0.0,False,350.28999999999945,746,0.8297587131367292,b,0.0017768654400263,4.653831225985897e-07,710,0,0,36,0.6188691437802902,-0.25818897637795424
MPHASIS,WIPRO,2.0,0.0,False,6883.200000000002,784,0.9323979591836735,a,0.001385202434677,1.843686080383443e-06,729,0,0,55,9.743912448700414,-4.520754716981122
ABB,SIEMENS,2.0,0.0,False,4626.0,395,0.7240506329113924,a,0.0012473841472439,3.8463591130424735e-08,387,0,0,8,19.763986013986013,-9.417431192660551
HEROMOTOCO,MARUTI,2.0,0.0,False,11320.5,671,0.8986587183308494,a,0.0009070434902151,1.175615730012473e-06,615,0,0,56,20.117744610281925,-11.919117647058824
IRCON,MAZDOCK,2.0,0.0,False,3033.4999999999986,582,0.7061855670103093,b,0.0014064712182917,3.619547180864619e-07,561,0,0,21,9.65231143552311,-5.459649122807014
PERSISTENT,TATAELXSI,4.5,5.0,False,25.699999999999818,6,0.6666666666666666,b,0.0012907890883225,8.802120969711295e-07,2,4,0,0,11.799999999999955,-10.75
GODREJPROP,NBCC,2.0,0.0,True,20.92999999999998,705,0.40709219858156026,b,0.0010757920184377,1.4576720082294205e-06,436,0,250,19,0.279512195121951,-0.1418421052631578
HDFCLIFE,SBILIFE,2.0,12.5,False,354.75000000000045,856,0.5700934579439252,a,0.0011112033912916,1.4995437609810811e-06,802,4,0,50,1.5706967213114746,-1.1188858695652153
BDL,IRFC,2.0,0.0,True,22.690000000000026,185,0.44324324324324327,b,0.0013035284506886,-1.4821341850123978e-07,123,0,62,0,0.493658536585365,-0.17271844660194086
KAYNES,MAZDOCK,2.0,0.0,False,3812.799999999999,775,0.6051612903225806,a,0.0017632291234053,-9.767864114926852e-06,721,0,0,54,17.94456289978679,-15.04313725490197
CENTRALBK,MAHABANK,2.0,0.0,False,139.8099999999999,608,0.868421052631579,b,0.0013872897791868,-9.827649538487993e-08,578,0,0,30,0.2836742424242426,-0.12462500000000035
INDIANB,SBIN,2.0,13.0,False,1457.4999999999989,825,0.8,b,0.0014373366638706,2.5460473124281387e-06,774,2,0,49,2.6496969696969703,-1.7654545454545556
GAIL,IOC,2.0,15.5,False,234.09999999999985,766,0.8342036553524804,a,0.0008485144171279,-2.4735920354714123e-08,726,1,0,39,0.4034585289514866,-0.18669291338582727
AMBER,DIXON,2.0,0.0,False,10425.5,311,0.9614147909967846,a,0.0011671806616694,-1.01953952235652e-06,308,0,0,3,35.32943143812709,-11.5
BANKINDIA,CENTRALBK,2.0,0.0,False,104.97999999999982,153,0.9215686274509803,a,0.0011155792890392,1.0700303210666428e-07,151,0,0,2,0.7741134751773038,-0.3475000000000013
BANKINDIA,MAHABANK,2.0,0.0,False,38.26000000000003,796,0.5263819095477387,b,0.001027365265615,7.065368979583172e-07,771,0,0,25,0.21529832935560864,-0.13779840848806363
CANBK,PFC,2.0,0.0,False,247.14000000000055,851,0.7532314923619271,a,0.0010297147375039,6.696357139753108e-06,807,0,0,44,0.48876755070202854,-0.3150476190476189
RAILTEL,RITES,2.0,0.0,False,556.9000000000004,550,0.7945454545454546,a,0.0014966130531426,8.66039829539395e-07,523,0,0,27,1.47066361556064,-0.7591150442477879
CDSL,RECLTD,2.0,0.0,False,2197.300000000001,795,0.7962264150943397,a,0.0010260699489524,2.633874774673702e-07,752,0,0,43,4.036492890995258,-2.2086419753086375
BDL,SUZLON,2.0,5.0,False,16.36999999999992,564,0.5726950354609929,b,0.0012322852980776,-8.143480290623538e-07,528,23,0,13,0.11848297213622283,-0.09087136929460604
CENTRALBK,IOB,2.0,0.0,False,33.180000000000064,294,0.8639455782312925,b,0.0014269417043251,-1.6707329478430226e-06,281,0,0,13,0.1414960629921264,-0.06900000000000102
JIOFIN,MAZDOCK,2.0,0.0,False,427.9900000000008,586,0.9163822525597269,a,0.0008298341598628,-2.971162138630695e-07,566,0,0,20,0.8260707635009328,-0.3185714285714265
PFC,TATAPOWER,8.0,8.5,False,6.399999999999977,10,0.6,b,0.0009601599797094,3.1102943362025455e-07,4,6,0,0,1.666666666666676,-0.9000000000000199
LTM,TCS,2.0,0.0,False,8939.699999999995,608,0.8717105263157895,a,0.0017951051685213,-9.553274421139765e-06,550,0,0,58,19.131509433962265,-15.384615384615408
CDSL,MAZDOCK,2.0,0.0,False,1850.6,419,0.9236276849642004,a,0.0009860960814649,6.460751454622285e-07,406,0,0,13,4.980620155038759,-2.4031249999999957
BANKINDIA,RECLTD,2.0,0.0,False,481.350000000001,888,0.9290540540540541,a,0.0010280904082126,2.664772228136374e-07,840,0,0,48,0.6073575757575771,-0.31301587301587436
CANBK,IREDA,2.0,0.0,False,364.2499999999993,798,0.9235588972431078,a,0.0009344481428575,4.561985610594841e-06,755,0,0,43,0.5181546811397544,-0.28901639344262076
IRFC,RITES,2.0,12.5,False,367.47,637,0.7880690737833596,b,0.0012537307377791,-7.331692595254037e-07,609,3,0,25,0.8605976095617529,-0.47814814814814927
BHEL,MAZDOCK,2.0,0.0,False,828.4100000000003,824,0.8919902912621359,a,0.0011091193416862,3.85700033747506e-06,786,0,0,38,1.1975238095238112,-0.5816853932584277
HCLTECH,MPHASIS,10.0,10.5,False,-5.499999999999545,33,0.3939393939393939,b,0.0009920813570694,9.819084942063652e-06,6,26,0,1,7.415384615384692,-5.095000000000027
HDFCBANK,ICICIBANK,2.0,0.0,False,286.1999999999939,663,0.5429864253393665,b,0.0007279004622805,-2.8482498891643936e-06,619,0,0,44,2.7236111111111003,-2.291419141914199
CANBK,CENTRALBK,3.0,3.5,False,1.1100000000000065,188,0.4627659574468085,b,0.0009425405171292,3.035540349632289e-06,120,64,0,4,0.09689655172413801,-0.07247524752475248
PNB,RECLTD,2.0,0.0,False,243.49,841,0.8644470868014269,a,0.0008875170612186,3.4414475533575067e-08,794,0,0,47,0.36742778541953247,-0.20728070175438693
CAMS,CDSL,2.0,0.0,False,940.4499999999989,782,0.6994884910485933,a,0.0012431560526928,8.76212162272575e-08,738,0,0,44,2.443601462522848,-1.68595744680851
CENTRALBK,PNB,2.0,0.0,True,15.369999999999859,728,0.45879120879120877,a,0.0015327047958877,-2.1358908955593563e-06,497,0,202,29,0.10383233532934107,-0.04901015228426411
ABCAPITAL,IREDA,2.0,0.0,False,1023.049999999998,909,0.9207920792079208,a,0.0010199883222966,-1.000434986235899e-06,875,0,0,34,1.2651732377538805,-0.49861111111111156
NBCC,PFC,2.0,0.0,False,1015.0500000000014,909,0.8734873487348734,b,0.0015950408556792,-1.4212828983235834e-05,861,0,0,48,1.3745591939546606,-0.6639130434782596
LTM,WIPRO,2.0,0.0,False,12905.999999999989,745,0.934228187919463,a,0.0009863960694628,-6.16692521788152e-06,697,0,0,48,19.292097701149412,-10.638775510204113
INFY,LTM,2.0,0.0,False,2495.5000000000027,555,0.9045045045045045,a,0.0010124593327365,3.400807493695261e-06,501,0,0,54,5.253386454183267,-2.673584905660357
CDSL,RVNL,2.0,0.0,False,1184.4999999999993,193,0.9689119170984456,a,0.0009803558648122,3.519136845825383e-07,192,0,0,1,6.351871657754006,-0.5499999999999545
MAZDOCK,ZENTEC,2.0,0.0,False,3053.100000000001,274,0.8868613138686131,a,0.0012824157820848,-1.036696871660354e-07,270,0,0,4,12.865843621399177,-2.3645161290322347
HUDCO,RVNL,2.0,0.0,False,482.80999999999926,1001,0.9630369630369631,a,0.0004082706910058473,2.5683080076385366e-08,998,0,0,3,0.5095539419087128,-0.2270270270270241
BANKINDIA,RBLBANK,2.0,0.0,False,469.390000000001,827,0.9347037484885127,a,0.0010309719818325,4.763202573490405e-07,788,0,0,39,0.6215912031047878,-0.20555555555555546
COCHINSHIP,NBCC,10.0,10.5,False,0.5300000000000153,5,0.6,b,0.0012215985839732,8.409418071316127e-07,4,1,0,0,0.6633333333333363,-0.7299999999999969
NTPC,TATAPOWER,2.5,3.0,False,14.400000000000205,231,0.47619047619047616,b,0.0007588336425677,3.225973603662309e-07,194,36,0,1,0.7472727272727276,-0.5603305785123954
HCLTECH,LTM,12.5,0.0,False,-164.5,3,0.0,b,0.0003705888884998166,3.414691061799271e-07,3,0,0,0,0.0,-54.833333333333336
INOXWIND,JIOFIN,2.0,0.0,False,434.99000000000007,886,0.7990970654627539,b,0.0015459761110357,2.080584142366705e-06,841,0,0,45,0.7170903954802254,-0.4084831460674159
OFSS,TECHM,2.0,0.0,False,5654.0,850,0.5894117647058823,a,0.0013001702265794,-1.8330309373790845e-06,793,0,0,57,21.177644710578843,-14.200573065902578
TATAELXSI,TCS,2.0,0.0,False,7578.499999999997,620,0.7935483870967742,a,0.0050119451487807,-2.3143291242424663e-05,559,0,0,61,19.161788617886177,-14.44609375
BANKINDIA,IREDA,2.0,0.0,False,187.1699999999999,282,0.9609929078014184,a,0.0010384270059261,-7.286255233380718e-09,279,0,0,3,0.7005535055350549,-0.24363636363636168
BANKBARODA,RECLTD,2.0,0.0,False,702.1700000000002,836,0.9066985645933014,a,0.0009240688864791,-5.968612421596369e-07,786,0,0,50,0.9745646437994733,-0.46858974358974265
JIOFIN,SUZLON,2.0,0.0,False,384.4699999999997,523,0.9177820267686424,a,0.0008181527303892,-5.608607166928548e-07,512,0,0,11,0.8203541666666664,-0.21627906976744146
BEML,DATAPATTNS,2.0,0.0,False,925.5,147,0.7959183673469388,a,0.0017189807779835,-8.306612763766053e-08,145,0,0,2,9.2034188034188,-5.043333333333317
HAL,NBCC,2.0,5.5,False,5.449999999999832,778,0.4691516709511568,b,0.0003971828843313847,3.208846312379719e-08,765,12,0,1,0.15657534246575303,-0.12518159806295404
TATAELXSI,WIPRO,2.0,0.0,False,14852.400000000009,865,0.9398843930635838,a,0.0013131689225302,-1.8679949993017623e-05,810,0,0,55,18.999384993849933,-11.424999999999999
OFSS,WIPRO,2.0,13.5,False,12270.0,762,0.821522309711286,a,0.0010525932797112,-2.753151875094395e-06,714,2,0,46,22.232428115015974,-12.113970588235293
DLF,JIOFIN,2.0,0.0,False,294.41000000000054,899,0.6707452725250278,b,0.001049322811082,1.556965822458571e-07,858,0,0,41,0.6843615257048115,-0.39952702702702864
ADANIENT,JIOFIN,2.0,0.0,True,45.99999999999943,768,0.4192708333333333,b,0.0009647803359156,4.191753851492651e-06,508,0,234,26,0.635062111801242,-0.3553587443946199
ADANIPORTS,AMBUJACEM,2.0,0.0,False,79.19999999999959,802,0.4925187032418953,b,0.0008666150068363,1.0969810396347995e-06,757,0,0,45,1.3244303797468342,-1.0907862407862405
BAJFINANCE,CHOLAFIN,11.5,0.0,False,-12.5,1,0.0,b,0.00032360579573593936,-1.4377877342025434e-07,1,0,0,0,0.0,-12.5
MPHASIS,TATAELXSI,2.0,0.0,False,2972.5999999999985,257,0.9883268482490273,a,0.0010126461208864,8.915137037835938e-07,252,0,0,5,11.711417322834642,-0.7000000000001213
CENTRALBK,UCOBANK,2.0,7.0,False,17.390000000000004,209,0.8133971291866029,b,0.0013988941352155,-7.193479288432238e-07,201,1,0,7,0.11158823529411768,-0.04051282051282056
KPITTECH,MPHASIS,2.0,0.0,False,2301.0500000000025,740,0.8810810810810811,a,0.0020817060267159,-1.7067006198007617e-05,683,0,0,57,3.941871165644179,-3.0573863636363567
TATAELXSI,TATATECH,2.0,0.0,False,1313.4000000000017,823,0.8772782503037667,b,0.0016152451276883,-2.033697173824288e-05,780,0,0,43,1.9592797783933533,-1.001980198019799
OFSS,TCS,2.0,0.0,False,12277.5,666,0.8753753753753754,a,0.0020082448540396,-4.200010522593432e-07,601,0,0,65,24.193825042881645,-22.018072289156628
JINDALSTEL,NATIONALUM,2.0,0.0,False,314.94999999999914,719,0.5841446453407511,b,0.0009950223124252,-2.6402313678120788e-08,689,0,0,30,1.3894047619047614,-0.8983277591973254
DLF,IRFC,2.0,0.0,True,17.310000000000045,85,0.5411764705882353,b,0.0010949875668963,-5.5505469862012355e-08,64,0,21,0,0.565869565217392,-0.2235897435897432
CANBK,JIOFIN,14.0,0.0,False,8.070000000000022,8,0.875,b,0.0009679725038204,6.7776502816711015e-06,8,0,0,0,1.1842857142857173,-0.21999999999999886
GAIL,TATAPOWER,2.5,7.0,False,36.450000000000614,367,0.5095367847411444,b,0.0007997382347754,-4.42660704798764e-07,341,13,0,13,0.840106951871661,-0.6702777777777776
GMRAIRPORT,IREDA,2.0,0.0,False,232.0199999999997,802,0.8952618453865336,a,0.0009456535029818,9.629804635797075e-07,764,0,0,38,0.34140668523676854,-0.15607142857142908
BAJFINANCE,SHRIRAMFIN,11.0,0.0,False,-7.0,1,0.0,b,0.00010136719009024059,-4.3639915533381517e-10,1,0,0,0,0.0,-7.0
GRSE,RVNL,2.0,0.0,False,7100.9,650,0.8461538461538461,a,0.0014838784417589,1.7985797475837454e-07,622,0,0,28,13.68563636363636,-4.261999999999998
INOXWIND,RECLTD,2.0,0.0,False,182.04999999999978,925,0.6940540540540541,a,0.0014056515508851,-1.7013587724265513e-06,874,0,0,51,0.39975077881619925,-0.2635689045936397
BEL,BHEL,2.0,16.0,False,182.7400000000001,712,0.5646067415730337,b,0.0010071871845069,-5.189248148822457e-06,664,1,0,47,0.9871393034825876,-0.6906129032258068
BDL,INOXWIND,2.0,7.0,False,74.2000000000001,691,0.5817655571635311,b,0.0012288529086855,-1.2654661036771471e-06,652,15,0,24,0.35539800995024917,-0.2376124567474047
IREDA,SJVN,2.0,0.0,True,6.9799999999999685,423,0.35933806146572106,b,0.0010014015783613,8.453155884522007e-07,253,0,165,5,0.25572368421052566,-0.11767527675276727
NBCC,TATAPOWER,2.0,0.0,False,734.2499999999982,911,0.8463227222832053,b,0.0015098266790141,-9.97370116423802e-06,858,0,0,53,1.050324254215303,-0.5396428571428589
ADANIGREEN,IREDA,2.0,7.5,False,40.15999999999988,488,0.5573770491803278,b,0.0012064557912702,-1.1067289588642157e-07,468,11,0,9,0.36124999999999996,-0.268981481481482
DLF,RECLTD,2.0,0.0,False,1103.7999999999997,888,0.7759009009009009,a,0.0010804253628389,-2.1500615689966693e-06,835,0,0,53,1.9132801161103041,-1.077638190954778
POWERGRID,TATAPOWER,2.0,7.5,False,288.0999999999997,826,0.6174334140435835,b,0.0008287338604569,-1.2251485384964554e-06,786,4,0,36,0.8871568627450978,-0.5200949367088614
RAILTEL,TITAGARH,2.0,0.0,False,820.8699999999997,742,0.8342318059299192,a,0.0013920696564288,-9.515877015511336e-07,704,0,0,38,1.4688368336025848,-0.7182113821138253
KPITTECH,OFSS,2.0,0.0,False,12755.5,773,0.8240620957309185,b,0.0019275155618464,-1.1251691223283504e-05,715,0,0,58,23.335949764521192,-15.511029411764707
IREDA,NHPC,2.0,4.0,False,20.41999999999983,588,0.5051020408163265,b,0.0010087510596475,8.636440622556163e-07,533,40,0,15,0.18350168350168355,-0.1171134020618563
ABCAPITAL,JIOFIN,2.0,0.0,False,1026.7500000000002,983,0.8799593082400814,a,0.001031894475724,-3.5330382466987815e-07,940,0,0,43,1.2713872832369935,-0.6186440677966082
IRCTC,IREDA,2.0,4.5,False,27.60999999999997,349,0.5816618911174785,b,0.0008517544557153,-4.878895490324925e-07,326,14,0,9,0.3113300492610837,-0.24376712328767136
ADANIENSOL,TATAPOWER,2.0,6.0,False,112.89999999999947,640,0.5484375,b,0.0011876987944643,5.225509926448923e-07,596,18,0,26,0.7522792022792012,-0.5230103806228379
TATAELXSI,TECHM,2.0,3.5,False,778.4000000000074,786,0.5114503816793893,a,0.0023570194480396,-2.9415122245385115e-05,453,320,0,13,11.120149253731343,-9.61432291666665
JIOFIN,PFC,2.0,12.0,False,335.1499999999994,883,0.5934314835787089,b,0.0008444015847521,-9.82282975367019e-07,838,3,0,42,1.2570610687022896,-0.9012534818941522
ADANIENT,TATAPOWER,7.5,8.0,False,9.249999999999773,28,0.75,b,0.0010021446514384,4.037744703151296e-06,10,18,0,0,0.6095238095238019,-0.5071428571428669
GODREJPROP,IREDA,2.0,0.0,False,166.31999999999988,896,0.6707589285714286,b,0.0011784776101504,-1.5646186430602435e-06,856,0,0,40,0.3920133111480863,-0.23484745762711876
MAHABANK,PNB,2.0,0.0,False,174.09000000000012,660,0.9136363636363637,a,0.0011046140178686,-9.663790468998863e-07,620,0,0,40,0.2998341625207299,-0.11771929824561442
MARUTI,TVSMOTOR,2.0,0.0,False,6947.0,96,0.96875,a,0.0008429144756556,-1.5682146393803246e-09,96,0,0,0,75.18279569892474,-15.0
BAJAJ-AUTO,MARUTI,2.0,0.0,False,21491.0,600,0.845,b,0.001686794049357,-2.616182299347897e-06,542,0,0,58,48.04536489151874,-30.838709677419356
BEL,NBCC,2.0,0.0,True,3.6000000000000654,134,0.41044776119402987,b,0.0011147851594794,-2.187901524064616e-07,89,0,44,1,0.26945454545454534,-0.1420253164556953
KPITTECH,PERSISTENT,2.5,3.0,False,145.1000000000032,587,0.5298126064735945,a,0.0034820288548478,-1.6875571007376026e-05,159,420,0,8,1.754180064308686,-1.4509057971014425
ADANIENT,ADANIPOWER,2.0,0.0,False,352.00999999999976,732,0.8346994535519126,b,0.0014675096767849,3.4300143052896894e-06,693,0,0,39,0.6362356792144026,-0.3035537190082646
JINDALSTEL,SAIL,2.0,0.0,False,2444.0000000000055,748,0.8836898395721925,a,0.0009577682841478,-1.819889010906848e-07,720,0,0,28,3.893645990922852,-1.4908045977011317
ADANIGREEN,NHPC,2.0,2.5,False,2.899999999999906,421,0.47980997624703087,b,0.001214517709398,5.162534418138608e-07,275,143,0,3,0.12391089108910906,-0.10105022831050285
INFY,OFSS,2.0,0.0,False,2566.900000000005,612,0.9248366013071896,a,0.0009531984131453,1.6764703528511891e-06,555,0,0,57,4.756537102473506,-2.72391304347824
HINDALCO,JINDALSTEL,2.0,15.5,False,1390.0000000000014,776,0.7036082474226805,b,0.0010886922431962,3.198369098439632e-06,726,1,0,49,3.5948717948717968,-2.4904347826086943
NBCC,RAILTEL,2.0,0.0,False,750.5299999999993,801,0.7815230961298377,b,0.0013608905732672,-1.2055940318485817e-05,759,0,0,42,1.402396166134184,-0.7278285714285709
ADANIENT,IREDA,2.0,9.5,False,50.41000000000015,699,0.5522174535050072,b,0.0009708934446092,1.9757302167694366e-06,661,8,0,30,0.3812694300518137,-0.309137380191693
IREDA,LICHSGFIN,2.0,13.0,False,1011.9999999999995,913,0.8181818181818182,b,0.0013121482817803,8.84801487728304e-07,861,1,0,51,1.5080990629183417,-0.69006024096386
PNB,YESBANK,2.0,0.0,True,4.480000000000036,233,0.5278969957081545,b,0.0009252156478593,2.0179569551762707e-07,176,0,52,5,0.05463414634146361,-0.020363636363636254
BHEL,INOXWIND,2.0,0.0,False,721.0699999999993,687,0.9315866084425036,a,0.0011001362593814,1.5059664321049703e-06,660,0,0,27,1.1684062499999985,-0.5682978723404245
CANBK,MAHABANK,13.5,0.0,True,1.3200000000000003,7,0.5714285714285714,b,0.0009768648614176,4.129618632857082e-06,5,0,2,0,0.44250000000000256,-0.15000000000000333
ADANIGREEN,JSWENERGY,2.0,8.0,False,113.60000000000014,643,0.5069984447900466,b,0.0012108066603512,6.239739470163745e-07,607,15,0,21,1.4019938650306742,-1.0834384858044153
JIOFIN,TATAPOWER,2.0,9.5,False,49.249999999999204,496,0.5040322580645161,b,0.0008155758026083,-3.76207676508073e-07,481,1,0,14,0.7637999999999993,-0.5760162601626041
RECLTD,SUZLON,2.0,0.0,False,655.4000000000003,561,0.9251336898395722,a,0.0009187935696759,2.752595155423785e-07,545,0,0,16,1.3003853564547216,-0.4642857142857129
COCHINSHIP,IREDA,2.0,0.0,False,3392.499999999999,710,0.8084507042253521,a,0.001323680594075,-2.9464681122078564e-06,674,0,0,36,6.689372822299655,-3.2882352941176523
HAL,SOLARINDS,2.0,0.0,False,8951.19999999999,839,0.9594755661501788,a,0.0003937988280860866,-1.3452828936946313e-07,839,0,0,0,11.26559006211179,-3.458823529411762
MAHABANK,UNIONBANK,2.0,0.0,False,202.32999999999967,688,0.9505813953488372,a,0.0011600162083419,-1.2151990382480872e-06,648,0,0,40,0.315030581039755,-0.10882352941176542
CDSL,DLF,2.0,0.0,False,2352.8999999999987,612,0.8954248366013072,a,0.0010079913328403,9.09455771351616e-07,587,0,0,25,4.51824817518248,-1.9234375000000057
BANKINDIA,PFC,2.0,0.0,False,456.29999999999956,900,0.9111111111111111,a,0.0010337597018788,6.321415986182549e-07,850,0,0,50,0.5861097560975606,-0.30387500000000145
IREDA,PNB,2.0,0.0,False,137.25999999999988,801,0.6541822721598003,a,0.0013596179397736,-1.4846678488478794e-07,758,0,0,43,0.39595419847328117,-0.2535018050541511
BANKBARODA,CENTRALBK,2.0,5.0,False,10.389999999999905,384,0.5625,b,0.0009562990474166,2.44859696913625e-07,367,8,0,9,0.09592592592592578,-0.061488095238095605
IREDA,TITAGARH,2.0,0.0,False,233.12,552,0.8822463768115942,a,0.0010528900995994,2.240853397310146e-07,542,0,0,10,0.5016221765913758,-0.171846153846153
CANBK,RBLBANK,2.0,16.0,False,185.70000000000067,798,0.5714285714285714,b,0.0010059055477979,6.462053713296616e-06,745,3,0,50,0.9634868421052628,-0.7416666666666643
BHEL,SUZLON,2.0,3.0,False,7.100000000000037,641,0.47581903276131043,b,0.0010969827630194,1.5404253217664754e-06,485,143,0,13,0.10272131147541,-0.07211309523809527
PFC,PNB,2.0,0.0,False,85.31999999999995,804,0.6293532338308457,b,0.0010141489064822,-5.259791589764487e-07,771,0,0,33,0.3004150197628456,-0.22379194630872482
